municipality,urban_file,year,population,lpcd_mean,lpcd_lower90,lpcd_upper90,annual_m3_mean,annual_m3_lower90,annual_m3_upper90,mean_monthly_m3,monthly_m3_lower90,monthly_m3_upper90,flag,n_overlap_years,cv_ratio
Norzagaray,Urban_2,2015,111348.0,80.99198809507992,80.99198809507992,80.99198809507992,3291678.0,3291678.0,3291678.0,274306.5,274306.5,274306.5,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2016,116291.2,82.14470956800746,82.14470956800746,82.14470956800746,3486738.0,3486738.0,3486738.0,290561.5,290561.5,290561.5,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2017,121234.4,83.86091239169967,83.86091239169967,83.86091239169967,3710892.0,3710892.0,3710892.0,309241.0,309241.0,309241.0,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2018,126177.6,89.45056439690227,89.45056439690227,89.45056439690227,4119630.0,4119630.0,4119630.0,343302.5,343302.5,343302.5,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2019,131120.8,97.81288788345589,97.81288788345589,97.81288788345589,4681236.0,4681236.0,4681236.0,390103.0,390103.0,390103.0,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2020,136064.0,89.75542532764598,89.75542532764598,89.75542532764598,4457556.0,4457556.0,4457556.0,371463.0,371463.0,371463.0,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2021,137222.25,98.61474350042629,98.61474350042629,98.61474350042629,4939230.0,4939230.0,4939230.0,411602.5,411602.5,411602.5,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2022,138380.5,100.73606360227828,100.73606360227828,100.73606360227828,5088066.0,5088066.0,5088066.0,424005.5,424005.5,424005.5,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2023,139538.75,109.1029385832457,109.1029385832457,109.1029385832457,5556792.0,5556792.0,5556792.0,463066.0,463066.0,463066.0,observed,15.0,0.1769920005050734
Norzagaray,Urban_2,2024,140697.0,113.5201741700639,113.5201741700639,113.5201741700639,5829761.0,5829761.0,5829761.0,485813.4166666667,485813.4166666667,485813.4166666667,observed,15.0,0.1769920005050734
Angat,Urban_3,2000,46033.0,47.66607862634896,37.61333235463195,63.716434114501496,800887.5980534535,631980.9028224819,1070566.3932313893,66740.63317112112,52665.07523520683,89213.86610261578,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2001,46962.9,63.216835108962336,49.884443987950846,84.50351749558277,1083628.755521621,855092.1264150342,1448513.5382545565,90302.39629346842,71257.67720125285,120709.46152121304,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2002,47892.8,60.90936028710812,48.06361416776147,81.41905844850956,1064748.7307808204,840193.8871240248,1423276.1390989143,88729.0608984017,70016.1572603354,118606.34492490953,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2003,48822.7,58.78763089473191,46.389356181749534,78.5828899418053,1047612.366412743,826671.5713199665,1400369.5341780486,87301.03053439525,68889.2976099972,116697.46118150406,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2004,49752.6,56.82979124037885,44.844423690165215,75.96579692852798,1032011.9031581166,814361.2360418695,1379516.0065171928,86000.99192984305,67863.43633682246,114959.66720976606,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2005,50682.5,55.01809550393215,43.41481345529326,73.5440581290829,1017785.938262985,803135.5182759837,1360499.805036444,84815.49485524875,66927.95985633197,113374.983753037,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2006,51612.4,53.33652432490268,42.087884589786746,71.2962600654459,1004781.5002443116,792873.708129697,1343116.4489456643,83731.79168702597,66072.80901080808,111926.37074547203,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2007,52542.3,51.7715444718032,40.852958012243725,69.20431253013062,992871.5477018012,783475.5571548503,1327196.1188419368,82739.29564181676,65289.629762904195,110599.6765701614,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2008,53472.2,50.31118061908738,39.700583985811285,67.25220780731142,981941.0719894868,774850.3119572257,1312585.0798046528,81828.42266579057,64570.859329768806,109382.08998372107,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2009,54402.1,49.0450169017149,38.7014534072245,65.559695240701,973875.4486059065,768485.7235178864,1301803.5602057613,81156.28738382553,64040.47695982386,108483.63001714677,backcast_high,15.0,0.1563393501701085
Angat,Urban_3,2010,55332.0,80.72536489573771,80.72536489573771,80.72536489573771,1630344.0,1630344.0,1630344.0,135862.0,135862.0,135862.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2011,56113.0,80.13497226364902,80.13497226364902,80.13497226364902,1641264.0,1641264.0,1641264.0,136772.0,136772.0,136772.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2012,56894.0,79.56078860423446,79.56078860423446,79.56078860423446,1652184.0,1652184.0,1652184.0,137682.0,137682.0,137682.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2013,57675.0,78.48342447939861,78.48342447939861,78.48342447939861,1652184.0,1652184.0,1652184.0,137682.0,137682.0,137682.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2014,58456.0,95.79751823640684,95.79751823640684,95.79751823640684,2043978.0,2043978.0,2043978.0,170331.5,170331.5,170331.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2015,59237.0,101.71567612892812,101.71567612892812,101.71567612892812,2199246.0,2199246.0,2199246.0,183270.5,183270.5,183270.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2016,60513.0,112.82058943974226,112.82058943974226,112.82058943974226,2491896.0,2491896.0,2491896.0,207658.0,207658.0,207658.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2017,61789.0,125.31902096330042,125.31902096330042,125.31902096330042,2826318.0,2826318.0,2826318.0,235526.5,235526.5,235526.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2018,63065.0,120.1158621948001,120.1158621948001,120.1158621948001,2764914.0,2764914.0,2764914.0,230409.5,230409.5,230409.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2019,64341.0,133.703280019366,133.703280019366,133.703280019366,3139950.0,3139950.0,3139950.0,261662.5,261662.5,261662.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2020,65617.0,129.57008092415074,129.57008092415074,129.57008092415074,3103230.0,3103230.0,3103230.0,258602.5,258602.5,258602.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2021,66178.25,141.5377905531082,141.5377905531082,141.5377905531082,3418854.0,3418854.0,3418854.0,284904.5,284904.5,284904.5,observed,15.0,0.1563393501701085
Angat,Urban_3,2022,66739.5,146.217243962341,146.217243962341,146.217243962341,3561840.0,3561840.0,3561840.0,296820.0,296820.0,296820.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2023,67300.75,156.19341904176912,156.19341904176912,156.19341904176912,3836856.0,3836856.0,3836856.0,319738.0,319738.0,319738.0,observed,15.0,0.1563393501701085
Angat,Urban_3,2024,67862.0,151.92180908636908,151.92180908636908,151.92180908636908,3763047.0,3763047.0,3763047.0,313587.25,313587.25,313587.25,observed,15.0,0.1563393501701085
Baliwag,Urban_3,2000,119675.0,52.82322726392589,45.72387744536612,116.84257973865425,2307391.198825771,1997281.8371450799,5103844.541531559,192282.59990214757,166440.15309542333,425320.37846096326,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2001,122064.0,70.0564708509697,60.641003084492965,154.96173190469267,3121251.1661527595,2701760.4411845254,6904065.827773257,260104.2638460633,225146.70343204378,575338.8189811048,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2002,124453.0,67.49934279610986,58.4275485901598,149.30548077942385,3066180.933786555,2654091.552212273,6782252.974796197,255515.07781554628,221174.2960176894,565187.7478996831,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2003,126842.0,65.14805657505106,56.39227114538142,144.10454244220716,3016181.0741138086,2610811.5866672015,6671655.5559458705,251348.42284281738,217567.63222226678,555971.2963288225,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2004,129231.0,62.97839185773888,54.51420559031325,139.30534262292954,2970647.60373112,2571397.7354642465,6570937.587363889,247553.96697759334,214283.14462202054,547578.1322803241,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2005,131620.0,60.9706828458524,52.776329175705264,134.86438146882824,2929110.8658024487,2535443.4628288094,6479060.209458417,244092.57215020407,211286.95523573412,539921.6841215348,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2006,134009.0,59.10717699200102,51.163275265642255,130.74239115130788,2891126.1937551885,2502563.86460181,6395039.8399654,240927.18281293238,208546.9887168175,532919.9866637833,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2007,136398.0,57.37287686020788,49.66206205344333,126.90619802309693,2856324.165162201,2472439.1680874303,6318059.333253345,238027.01376351676,206036.5973406192,526504.9444377788,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2008,138787.0,55.754511475366094,48.261202159961144,123.32644728996081,2824370.505208046,2444780.024423702,6247379.288611603,235364.20876733717,203731.66870197517,520614.9407176336,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2009,141176.0,54.351357372416,47.0466295266062,120.22273413853944,2800684.138368993,2424277.064067577,6194986.120880991,233390.34486408276,202023.0886722981,516248.84340674925,backcast_mid,15.0,0.2841424364751864
Baliwag,Urban_3,2010,143565.0,123.74184000469457,123.74184000469457,123.74184000469457,6484224.0,6484224.0,6484224.0,540352.0,540352.0,540352.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2011,144842.8,120.97427041450815,120.97427041450815,120.97427041450815,6395622.0,6395622.0,6395622.0,532968.5,532968.5,532968.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2012,146120.6,117.57606341273475,117.57606341273475,117.57606341273475,6270804.0,6270804.0,6270804.0,522567.0,522567.0,522567.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2013,147398.4,115.88363926405329,115.88363926405329,115.88363926405329,6234588.0,6234588.0,6234588.0,519549.0,519549.0,519549.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2014,148676.2,132.62083402612936,132.62083402612936,132.62083402612936,7196910.0,7196910.0,7196910.0,599742.5,599742.5,599742.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2015,149954.0,133.20906995953644,133.20906995953644,133.20906995953644,7290960.0,7290960.0,7290960.0,607580.0,607580.0,607580.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2016,153657.2,134.74958437103132,134.74958437103132,134.74958437103132,7557414.0,7557414.0,7557414.0,629784.5,629784.5,629784.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2017,157360.4,142.62964210974664,142.62964210974664,142.62964210974664,8192154.0,8192154.0,8192154.0,682679.5,682679.5,682679.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2018,161063.6,138.23964783145138,138.23964783145138,138.23964783145138,8126862.0,8126862.0,8126862.0,677238.5,677238.5,677238.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2019,164766.8,145.21115954301342,145.21115954301342,145.21115954301342,8732982.0,8732982.0,8732982.0,727748.5,727748.5,727748.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2020,168470.0,150.52468184653014,150.52468184653014,150.52468184653014,9255996.0,9255996.0,9255996.0,771333.0,771333.0,771333.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2021,169901.0,150.54891353731944,150.54891353731944,150.54891353731944,9336120.0,9336120.0,9336120.0,778010.0,778010.0,778010.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2022,171332.0,140.99009565342814,140.99009565342814,140.99009565342814,8816982.0,8816982.0,8816982.0,734748.5,734748.5,734748.5,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2023,172763.0,153.26322012601156,153.26322012601156,153.26322012601156,9664548.0,9664548.0,9664548.0,805379.0,805379.0,805379.0,observed,15.0,0.2841424364751864
Baliwag,Urban_3,2024,174194.0,156.48683934665192,156.48683934665192,156.48683934665192,9949560.0,9949560.0,9949560.0,829130.0,829130.0,829130.0,observed,15.0,0.2841424364751864
Bulacan,Urban_3,2000,62903.0,45.98542912625534,52.925442688476906,144.7221847368825,1055806.8286400265,1164740.105444525,3322762.749074004,87983.90238666888,97061.67545371041,276896.895756167,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2001,63787.8,60.98788434596317,70.19203341087919,191.93688158905834,1419953.283715452,1562311.3899970686,4468779.466630687,118329.440309621,130192.61583308905,372398.28888589056,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2002,64672.6,58.76176835448869,67.62995719318839,184.93100220758367,1387100.8641301142,1548340.9841674045,4365388.5876801135,115591.73867750952,129028.4153472837,363782.3823066761,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2003,65557.4,56.71484862855438,65.2741211229103,178.489077007649,1357098.4763807806,1509786.7160676268,4270967.133212755,113091.53969839838,125815.55967230223,355913.9277677296,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2004,66442.2,54.826040082510985,63.10025800251485,172.5447484556072,1329608.392935127,1467121.467663941,4184452.230330557,110800.69941126059,122260.12230532842,348704.3525275464,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2005,67327.0,53.07822259284956,61.08866397943813,167.044137274386,1304363.0847657055,1427075.0526909558,4105001.9300494934,108696.92373047546,118922.92105757965,342083.4941707911,backcast_low,19.0,0.3649818107350531
Bulacan,Urban_3,2006,68211.8,106.2454666281779,106.2454666281779,106.2454666281779,2645226.0,2645226.0,2645226.0,220435.5,220435.5,220435.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2007,69096.6,106.85718969024067,106.85718969024067,106.85718969024067,2694966.0,2694966.0,2694966.0,224580.5,224580.5,224580.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2008,69981.4,84.65889429484807,84.65889429484807,84.65889429484807,2162460.0,2162460.0,2162460.0,180205.0,180205.0,180205.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2009,70866.2,97.09611742568852,97.09611742568852,97.09611742568852,2511504.0,2511504.0,2511504.0,209292.0,209292.0,209292.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2010,71751.0,99.52157604409312,99.52157604409312,99.52157604409312,2606382.0,2606382.0,2606382.0,217198.5,217198.5,217198.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2011,72713.8,102.1272478397856,102.1272478397856,102.1272478397856,2710512.0,2710512.0,2710512.0,225876.0,225876.0,225876.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2012,73676.6,96.3720791036458,96.3720791036458,96.3720791036458,2591634.0,2591634.0,2591634.0,215969.5,215969.5,215969.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2013,74639.4,97.660345461527,97.660345461527,97.660345461527,2660598.0,2660598.0,2660598.0,221716.5,221716.5,221716.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2014,75602.2,98.97146212640112,98.97146212640112,98.97146212640112,2731098.0,2731098.0,2731098.0,227591.5,227591.5,227591.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2015,76565.0,100.2457398092229,100.2457398092229,100.2457398092229,2801490.0,2801490.0,2801490.0,233457.5,233457.5,233457.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2016,77498.4,106.44490194689304,106.44490194689304,106.44490194689304,3010998.0,3010998.0,3010998.0,250916.5,250916.5,250916.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2017,78431.8,120.6081947401332,120.6081947401332,120.6081947401332,3452724.0,3452724.0,3452724.0,287727.0,287727.0,287727.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2018,79365.2,113.14030254728809,113.14030254728809,113.14030254728809,3277482.0,3277482.0,3277482.0,273123.5,273123.5,273123.5,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2019,80298.6,112.84810949978518,112.84810949978518,112.84810949978518,3307464.0,3307464.0,3307464.0,275622.0,275622.0,275622.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2020,81232.0,126.48176978638556,126.48176978638556,126.48176978638556,3750144.0,3750144.0,3750144.0,312512.0,312512.0,312512.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2021,81699.25,141.61743658802723,141.61743658802723,141.61743658802723,4223064.0,4223064.0,4223064.0,351922.0,351922.0,351922.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2022,82166.5,140.81211145861616,140.81211145861616,140.81211145861616,4223064.0,4223064.0,4223064.0,351922.0,351922.0,351922.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2023,82633.75,132.38015330480204,132.38015330480204,132.38015330480204,3992760.0,3992760.0,3992760.0,332730.0,332730.0,332730.0,observed,19.0,0.3649818107350531
Bulacan,Urban_3,2024,83101.0,121.69736348226527,121.69736348226527,121.69736348226527,3691308.0,3691308.0,3691308.0,307609.0,307609.0,307609.0,observed,19.0,0.3649818107350531
Bustos,Urban_3,2000,47091.0,56.51624958698096,44.597007776036364,75.5466779937089,971413.44889469,766542.9580111849,1298512.5438916371,80951.12074122416,63878.57983426541,108209.37865763642,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2001,48623.4,74.95431833450984,59.14649931728079,100.19330356909573,1330254.8377687652,1049704.921639913,1778184.7630179732,110854.56981406377,87475.41013665941,148182.0635848311,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2002,50155.8,72.21841417151249,56.98759563695255,96.53615235446134,1322092.9031887944,1043264.3339754706,1767274.5018448606,110174.4085990662,86938.69449795589,147272.8751537384,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2003,51688.2,69.70274283140601,55.00247781444005,93.17339183765581,1315025.3988866722,1037687.3619254441,1757827.192873839,109585.44990722269,86473.94682712034,146485.59940615325,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2004,53220.6,67.38139067185287,53.17069737842261,90.07038260775532,1308918.4847425008,1032868.3921677987,1749663.9286842206,109076.5403952084,86072.36601398322,145805.3273903517,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2005,54753.0,65.23331700253928,51.47565110705883,87.19899905013544,1303677.729131612,1028732.908648649,1742658.4801721037,108639.81076096767,85727.74238738742,145221.54001434197,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2006,56285.4,63.23952814490564,49.90235107675843,84.53385184175113,1299203.6801682543,1025202.4338229593,1736677.9075256002,108266.97334735452,85433.53615191327,144723.15896046668,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2007,57817.8,61.38397814949496,48.438135418803355,82.05349196244288,1295416.5987259324,1022214.0454963103,1731615.6214689375,107951.38322716103,85184.5037913592,144301.30178907813,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2008,59350.2,59.65246822951869,47.07179986168857,79.73893954038172,1292240.8607691864,1019708.0686951837,1727370.5334709901,107686.7383974322,84975.67239126531,143947.54445591583,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2009,60882.6,58.1512156253356,45.88716049598709,77.73217780540696,1292244.9781573357,1019711.3177287388,1727376.0372862462,107687.0815131113,84975.94314406156,143948.0031071872,backcast_high,15.0,0.1990811135507094
Bustos,Urban_3,2010,62415.0,109.83345020460705,109.83345020460705,109.83345020460705,2502168.0,2502168.0,2502168.0,208514.0,208514.0,208514.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2011,63339.8,108.2298143429652,108.2298143429652,108.2298143429652,2502168.0,2502168.0,2502168.0,208514.0,208514.0,208514.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2012,64264.6,108.11576573037355,108.11576573037355,108.11576573037355,2536026.0,2536026.0,2536026.0,211335.5,211335.5,211335.5,observed,15.0,0.1990811135507094
Bustos,Urban_3,2013,65189.4,108.0049529860956,108.0049529860956,108.0049529860956,2569884.0,2569884.0,2569884.0,214157.0,214157.0,214157.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2014,66114.2,124.3875116377088,124.3875116377088,124.3875116377088,3001680.0,3001680.0,3001680.0,250140.0,250140.0,250140.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2015,67039.0,130.21657603925908,130.21657603925908,130.21657603925908,3186300.0,3186300.0,3186300.0,265525.0,265525.0,265525.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2016,69071.0,139.0564364680933,139.0564364680933,139.0564364680933,3505740.0,3505740.0,3505740.0,292145.0,292145.0,292145.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2017,71103.0,150.85612826000636,150.85612826000636,150.85612826000636,3915108.0,3915108.0,3915108.0,326259.0,326259.0,326259.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2018,73135.0,157.83676462462458,157.83676462462458,157.83676462462458,4213338.0,4213338.0,4213338.0,351111.5,351111.5,351111.5,observed,15.0,0.1990811135507094
Bustos,Urban_3,2019,75167.0,162.99574773322087,162.99574773322087,162.99574773322087,4471944.0,4471944.0,4471944.0,372662.0,372662.0,372662.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2020,77199.0,168.58710817994483,168.58710817994483,168.58710817994483,4750386.0,4750386.0,4750386.0,395865.5,395865.5,395865.5,observed,15.0,0.1990811135507094
Bustos,Urban_3,2021,78040.5,163.9123626799678,163.9123626799678,163.9123626799678,4669008.0,4669008.0,4669008.0,389084.0,389084.0,389084.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2022,78882.0,164.49546800092943,164.49546800092943,164.49546800092943,4736142.0,4736142.0,4736142.0,394678.5,394678.5,394678.5,observed,15.0,0.1990811135507094
Bustos,Urban_3,2023,79723.5,163.4703368173785,163.4703368173785,163.4703368173785,4756836.0,4756836.0,4756836.0,396403.0,396403.0,396403.0,observed,15.0,0.1990811135507094
Bustos,Urban_3,2024,80565.0,168.0323128861321,168.0323128861321,168.0323128861321,4941196.0,4941196.0,4941196.0,411766.3333333333,411766.3333333333,411766.3333333333,observed,15.0,0.1990811135507094
Calumpit,Urban_3,2000,81113.0,65.30793051168877,56.53065830315592,144.45817632936803,1933522.5911720328,1673660.5197345181,4276864.16066047,161126.8825976694,139471.7099778765,356405.3467217058,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2001,83108.5,86.61422952008482,74.97342780314695,191.58674210944952,2627408.223335539,2274289.130470911,5811707.6661601635,218950.68527796157,189524.09420590926,484308.9721800136,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2002,85104.0,83.45272746944573,72.23682612630438,184.59364315318817,2592288.735274294,2243889.640488348,5734024.953521758,216024.06127285783,186990.803374029,477835.41279347986,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2003,87099.5,80.54571771082638,69.72051342031475,178.16346958909602,2560654.4850102547,2216506.978408237,5664051.428608546,213387.87375085455,184708.91486735307,472004.28571737884,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2004,89095.0,77.86325546966275,67.39856943620399,172.22998493578072,2532087.762315405,2191779.573530287,5600863.135366485,211007.31352628375,182648.29779419058,466738.5946138738,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2005,91090.5,75.38102696096432,65.2499481193722,166.73940820505484,2506270.834281518,2169432.3956962014,5543757.26303243,208855.90285679317,180786.03297468345,461979.7719193692,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2006,93086.0,73.07708384511906,63.255650948855596,161.64319066648133,2482895.5007844646,2149198.6663421877,5492052.086928729,206907.95839870538,179099.88886184897,457671.00724406075,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2007,95081.5,70.93288406104209,61.399627884311215,156.90031812302894,2461707.83078524,2130858.58231898,5445185.923129393,205142.31923210333,177571.54852658164,453765.49359411607,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2008,97077.0,68.93202005537107,59.667676518995364,152.47449781180998,2442475.504484069,2114211.047203597,5402644.890788133,203539.62537367243,176184.2539336331,450220.4075656778,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2009,99072.5,67.19723224706847,58.166041173161176,148.63722596530795,2429950.1940061576,2103369.116656724,5374939.47284851,202495.84950051314,175280.75972139367,447911.62273737584,backcast_mid,15.0,0.2613840890008454
Calumpit,Urban_3,2010,101068.0,139.1053683644973,139.1053683644973,139.1053683644973,5131572.0,5131572.0,5131572.0,427631.0,427631.0,427631.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2011,102605.8,141.08326862453796,141.08326862453796,141.08326862453796,5283726.0,5283726.0,5283726.0,440310.5,440310.5,440310.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2012,104143.6,148.30865516723037,148.30865516723037,148.30865516723037,5637570.0,5637570.0,5637570.0,469797.5,469797.5,469797.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2013,105681.4,151.37926449441176,151.37926449441176,151.37926449441176,5839260.0,5839260.0,5839260.0,486605.0,486605.0,486605.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2014,107219.2,150.22488305100129,150.22488305100129,150.22488305100129,5879052.0,5879052.0,5879052.0,489921.0,489921.0,489921.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2015,108757.0,153.83194985024426,153.83194985024426,153.83194985024426,6106560.0,6106560.0,6106560.0,508880.0,508880.0,508880.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2016,110699.8,160.94902301119106,160.94902301119106,160.94902301119106,6503214.0,6503214.0,6503214.0,541934.5,541934.5,541934.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2017,112642.6,171.70126321949925,171.70126321949925,171.70126321949925,7059420.0,7059420.0,7059420.0,588285.0,588285.0,588285.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2018,114585.4,173.99405231549378,173.99405231549378,173.99405231549378,7277070.0,7277070.0,7277070.0,606422.5,606422.5,606422.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2019,116528.2,167.1482049156753,167.1482049156753,167.1482049156753,7109280.0,7109280.0,7109280.0,592440.0,592440.0,592440.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2020,118471.0,196.2537505566069,196.2537505566069,196.2537505566069,8486388.0,8486388.0,8486388.0,707199.0,707199.0,707199.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2021,119400.0,195.71652784470297,195.71652784470297,195.71652784470297,8529522.0,8529522.0,8529522.0,710793.5,710793.5,710793.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2022,120329.0,184.3381678336916,184.3381678336916,184.3381678336916,8096148.0,8096148.0,8096148.0,674679.0,674679.0,674679.0,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2023,121258.0,174.16228094652476,174.16228094652476,174.16228094652476,7708278.0,7708278.0,7708278.0,642356.5,642356.5,642356.5,observed,15.0,0.2613840890008454
Calumpit,Urban_3,2024,122187.0,172.28732379775846,172.28732379775846,172.28732379775846,7683714.0,7683714.0,7683714.0,640309.5,640309.5,640309.5,observed,15.0,0.2613840890008454
City of Malolos,Urban_3,2000,175291.0,72.67732893532887,62.90962240326704,160.75895096091193,4649983.808236998,4025034.0765522453,10285553.004604563,387498.6506864165,335419.50637935376,857129.4170503803,backcast_mid,20.0,0.2937270790423719
City of Malolos,Urban_3,2001,181256.4,96.38784753996488,83.43348856971065,213.20554130013932,6376883.7008276535,5519841.628819218,14105377.139781816,531406.9750689712,459986.8024016015,1175448.094981818,backcast_mid,20.0,0.2937270790423719
City of Malolos,Urban_3,2002,187221.8,92.869599102696,80.38808659977283,205.42333553830542,6346332.930889071,5493396.829194351,14037800.224142209,528861.0775740893,457783.06909952924,1169816.685345184,backcast_mid,20.0,0.2937270790423719
City of Malolos,Urban_3,2003,193187.2,89.63456006853802,77.58783118202345,198.26757611418557,6320431.134248524,5470976.188946648,13980506.626304533,526702.5945207103,455914.68241222063,1165042.2188587112,backcast_mid,20.0,0.2937270790423719
